,Unnamed: 0,filename,mean,std,alpha,beta,protein_name
61,61,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P10974-F1-model_v2.pdb,94.69090775988288,3.320441687087469,0.5434782608695652,0.0, NON-SPECIFIC LIPID-TRANSFER
62,62,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9UUB7-F1-model_v2.pdb,90.87566617862372,9.2304970347154,0.8235294117647058,0.0, MATING-TYPE SWITCHING PROTEIN
63,63,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9UZP1-F1-model_v2.pdb,94.27065838509316,3.3678947754796296,0.0,0.3092783505154639, 50S RIBOSOMAL PROTEIN L21E
64,64,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P95677-F1-model_v2.pdb,91.2352333804809,7.009156532646445,0.0,0.4105263157894737, 10 KDA CHAPERONIN (P95677)
65,65,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P24301-F1-model_v2.pdb,92.08758893280633,8.264303533606592,0.0,0.39, 10 KDA CHAPERONIN (P24301)
66,66,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A5UDP4-F1-model_v2.pdb,93.6751204819277,7.6683371642750675,0.7722772277227723,0.0, TRP OPERON REPRESSOR HOMOLOG
68,68,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9LRP7-F1-model_v2.pdb,93.529839055794,6.915081334792875,0.3217391304347826,0.2347826086956521, AUTOPHAGY-RELATED PROTEIN 8I
70,70,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3IU96-F1-model_v2.pdb,93.96875335120644,5.144198786365238,0.3092783505154639,0.2989690721649484, PROTEIN TRANSLATION FACTOR SUI1
71,71,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B8J807-F1-model_v2.pdb,90.72052238805968,16.31333549281814,0.2079207920792079,0.3861386138613861, PUTATIVE SEPTATION PROTEIN
72,72,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B4ET93-F1-model_v2.pdb,95.96653034300792,2.3630968832627577,0.2234042553191489,0.5212765957446809, 50S RIBOSOMAL PROTEIN L25
74,74,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B2ZBB8-F1-model_v2.pdb,90.65016105417276,10.268241311084903,0.3863636363636363,0.1477272727272727, KUNITZ-TYPE U15-THERAPHOTOXIN-
75,75,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A8A704-F1-model_v2.pdb,98.23010416666666,1.1497089459709362,0.3173076923076923,0.2980769230769231, L-RHAMNOSE MUTAROTASE (A8A704)
85,85,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B2HZL7-F1-model_v2.pdb,96.17671462829736,3.668163929870736,0.3818181818181818,0.3727272727272727, 50S RIBOSOMAL PROTEIN L22
86,86,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P04271-F1-model_v2.pdb,91.21218958611482,7.60452997321924,0.6413043478260869,0.0434782608695652, PROTEIN S100-B (P04271)
88,88,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A7MLW9-F1-model_v2.pdb,97.73340220385674,2.0479862098944928,0.0,0.6595744680851063, PYRIMIDINE/PURINE NUCLEOSIDE
90,90,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q8U475-F1-model_v2.pdb,93.3350888324873,3.9169742371950713,0.0957446808510638,0.3191489361702127, 50S RIBOSOMAL PROTEIN L44E
92,92,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q8EE15-F1-model_v2.pdb,90.83589918256128,5.137832158297756,0.2717391304347826,0.25, YCGL DOMAIN-CONTAINING PROTEIN
95,95,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q65QW4-F1-model_v2.pdb,92.27876453488372,8.265929991173092,0.0,0.5764705882352941, 30S RIBOSOMAL PROTEIN S17
96,96,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q04JM9-F1-model_v2.pdb,93.3163832853026,3.4371407220254926,0.611764705882353,0.0235294117647058, UPF0291 PROTEIN SPD_1303
97,97,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A0QJ43-F1-model_v2.pdb,95.0058707557503,4.121244207107998,0.0353982300884955,0.4690265486725664, 50S RIBOSOMAL PROTEIN L19
98,98,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P64580-F1-model_v2.pdb,94.94519298245616,9.003177473085854,0.3942307692307692,0.2596153846153846, MRNA INTERFERASE HIGB (P64580)
99,99,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9ZET6-F1-model_v2.pdb,96.46549562682216,3.1432192234579444,0.1590909090909091,0.375," ALKENE MONOOXYGENASE SYSTEM,"
101,101,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-O21616-F1-model_v2.pdb,91.38317494600432,5.949927206631215,0.6434782608695652,0.017391304347826, NADH-UBIQUINONE OXIDOREDUCTASE
102,102,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9SCK1-F1-model_v2.pdb,93.04251336898396,11.41717863635877,0.946808510638298,0.0, PROTEIN RESPONSE TO LOW SULFUR
104,104,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-C3K3I7-F1-model_v2.pdb,96.64836387434556,5.734054153488153,0.2727272727272727,0.3434343434343434, MALONATE DECARBOXYLASE ACYL
108,108,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B7VHI0-F1-model_v2.pdb,92.45741797432238,8.654902251948046,0.6777777777777778,0.0, DNA-DIRECTED RNA POLYMERASE
109,109,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-C0Q452-F1-model_v2.pdb,94.91154747948416,5.85595561186795,0.4095238095238095,0.0, MET REPRESSOR (C0Q452)
110,110,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-C6DF27-F1-model_v2.pdb,90.28055304740408,14.488111816439403,0.6869565217391305,0.0, TRP OPERON REPRESSOR (C6DF27)
111,111,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-O66523-F1-model_v2.pdb,93.51125950054288,12.34240408899175,0.2053571428571428,0.4196428571428571, 30S RIBOSOMAL PROTEIN S16
112,112,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q1RK52-F1-model_v2.pdb,94.3445393858478,6.759754477462791,0.4361702127659574,0.2872340425531915, HISTONE-LIKE DNA-BINDING
113,113,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q63IA7-F1-model_v2.pdb,93.63827455919396,12.749351360798352,0.2244897959183673,0.3571428571428571, ACYLPHOSPHATASE (Q63IA7)
114,114,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q5HRA7-F1-model_v2.pdb,90.81355091383811,9.221979232682887,0.8,0.0, PUTATIVE ANTIPORTER SUBUNIT
115,115,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q99UZ0-F1-model_v2.pdb,91.72544198895028,9.311069746934026,0.8461538461538461,0.0, UPF0358 PROTEIN SAV1112
116,116,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B8H4R9-F1-model_v2.pdb,91.5545839210155,13.035443989491997,0.7415730337078652,0.0, UPF0335 PROTEIN CCNA_03428
117,117,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3Z3N8-F1-model_v2.pdb,92.0475761124122,12.857397641099451,0.5566037735849056,0.1981132075471698, ATP-DEPENDENT CLP PROTEASE
119,119,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B8GQ25-F1-model_v2.pdb,93.00513793103448,12.62681525966325,0.0,0.2857142857142857, UREASE SUBUNIT BETA (B8GQ25)
120,120,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A8HU57-F1-model_v2.pdb,93.07410389610388,5.66544000327989,0.7641509433962265,0.0, UPF0060 MEMBRANE PROTEIN
123,123,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9JSU8-F1-model_v2.pdb,93.3744680851064,10.148200205558718,0.3956043956043956,0.2967032967032967, UPF0213 PROTEIN NMA2126
125,125,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3K3A8-F1-model_v2.pdb,93.94558139534884,3.2585900270370054,0.611764705882353,0.0235294117647058, UPF0291 PROTEIN SAK_0343
128,128,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P83343-F1-model_v2.pdb,97.48055693069308,3.727651765505693,0.1869158878504672,0.2710280373831775, PATHOGENESIS-RELATED PROTEIN
129,129,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A5IRY4-F1-model_v2.pdb,90.54141721854305,13.29551768235531,0.6153846153846154,0.0439560439560439, UPF0223 PROTEIN SAURJH9_1157
130,130,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q473R2-F1-model_v2.pdb,97.58176394293125,2.6193815175380104,0.48,0.2, UREASE SUBUNIT GAMMA (Q473R2)
131,131,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q33C57-F1-model_v2.pdb,92.9818025751073,9.446627402566053,0.2117647058823529,0.388235294117647," 30S RIBOSOMAL PROTEIN S16,"
132,132,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9PK56-F1-model_v2.pdb,90.98323076923076,16.082674873931627,0.2596153846153846,0.2596153846153846, PHOSPHOCARRIER PROTEIN HPR
133,133,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3JPJ7-F1-model_v2.pdb,98.0410747051114,1.6628948525443084,0.0,0.3267326732673267, UREASE SUBUNIT BETA (Q3JPJ7)
136,136,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P61886-F1-model_v2.pdb,92.73896593673965,4.29754929612343,0.2450980392156862,0.4803921568627451, 30S RIBOSOMAL PROTEIN S10
137,137,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P22527-F1-model_v2.pdb,90.506375,14.332571541710998,0.0531914893617021,0.3723404255319149, RIBONUCLEASE P PROTEIN
139,139,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P52809-F1-model_v2.pdb,95.1333138173302,3.342356676374345,0.0943396226415094,0.330188679245283, 60S RIBOSOMAL PROTEIN L44
142,142,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P28197-F1-model_v2.pdb,94.47948430493275,4.964156926825368,0.1296296296296296,0.3888888888888889, TYROSINE-PROTEIN PHOSPHATASE 5
147,147,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3KIS8-F1-model_v2.pdb,97.40667525773196,2.965630316289098,0.48,0.2, UREASE SUBUNIT GAMMA (Q3KIS8)
149,149,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P0A6R7-F1-model_v2.pdb,90.72836942675158,14.320005155714927,0.5408163265306123,0.1020408163265306, DNA-BINDING PROTEIN FIS
152,152,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q71XU5-F1-model_v2.pdb,90.33240452616693,7.305003101603378,0.0,0.4255319148936169, 10 KDA CHAPERONIN (Q71XU5)
153,153,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P24336-F1-model_v2.pdb,90.06375000000001,12.395075298172925,0.2941176470588235,0.2352941176470588, BETA-INSECT DEPRESSANT TOXIN
155,155,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A8F2Q2-F1-model_v2.pdb,90.03592753623188,11.944715953598072,0.5465116279069767,0.0232558139534883, ACYL CARRIER PROTEIN (A8F2Q2)
156,156,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q971I5-F1-model_v2.pdb,91.42786013986014,6.208420294556878,0.2790697674418604,0.3604651162790697, 50S RIBOSOMAL PROTEIN L18AE
158,158,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P64388-F1-model_v2.pdb,96.94109589041096,1.782987168621426,0.4157303370786517,0.3033707865168539, DNA-BINDING PROTEIN HU-BETA
161,161,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9UTC9-F1-model_v2.pdb,92.34003225806453,10.011978240014772,0.7017543859649122,0.1052631578947368, PROBABLE PREFOLDIN SUBUNIT 2
165,165,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A3PL42-F1-model_v2.pdb,97.13152031454784,2.9973272140076888,0.49,0.2, UREASE SUBUNIT GAMMA (A3PL42)
166,166,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B3PXB6-F1-model_v2.pdb,98.04950928381965,1.5609063197509574,0.0,0.3168316831683168, UREASE SUBUNIT BETA (B3PXB6)
168,168,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q7T3J2-F1-model_v2.pdb,90.03505633802817,11.600896319653978,0.2,0.2947368421052631,M A31
174,174,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P13106-F1-model_v2.pdb,97.751,2.0627656782202,0.1224489795918367,0.336734693877551, FERREDOXIN (P13106)
175,175,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q1RGM6-F1-model_v2.pdb,94.3754051054384,9.439160686715208,0.336283185840708,0.1858407079646017, PUTATIVE PTERIN-4-ALPHA-
176,176,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q57948-F1-model_v2.pdb,93.09603870967742,8.284604356300731,0.673469387755102,0.0204081632653061, PROBABLE [NIFE]-HYDROGENASE-
180,180,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-O93422-F1-model_v2.pdb,90.28905604719765,9.068247009688095,0.1976744186046511,0.2790697674418604, LONG NEUROTOXIN HOMOLOG
181,181,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P80050-F1-model_v2.pdb,96.18427725118484,2.956697886549468,0.5636363636363636,0.0545454545454545, PARVALBUMIN ALPHA (P80050)
184,184,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9GZM3-F1-model_v2.pdb,93.41446370530878,8.142478547105267,0.3565217391304348,0.2347826086956521, DNA-DIRECTED RNA POLYMERASE II
185,185,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P62804-F1-model_v2.pdb,90.519,12.31609393233098,0.4466019417475728,0.0, HISTONE H4 (P62804)
186,186,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q31HD5-F1-model_v2.pdb,91.8096,11.427508421737825,0.0666666666666666,0.3333333333333333, CARBOXYSOME SHELL VERTEX
188,188,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q02943-F1-model_v2.pdb,97.8460824742268,3.1753710901575443,0.48,0.2, UREASE SUBUNIT GAMMA (Q02943)
197,197,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q02DE9-F1-model_v2.pdb,92.87788079470198,5.391688889868169,0.8941176470588236,0.0, ATP SYNTHASE SUBUNIT C (Q02DE9)
200,200,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-C1CQP5-F1-model_v2.pdb,92.74737752161384,5.577655688415599,0.611764705882353,0.0235294117647058, UPF0291 PROTEIN SPT_0802
206,206,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P96643-F1-model_v2.pdb,95.96064935064936,2.7681543639531268,0.25,0.2777777777777778, UNCHARACTERIZED PROTEIN YDDF
209,209,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P64382-F1-model_v2.pdb,96.66571942446042,7.2740955595212755,0.2211538461538461,0.2307692307692307, UNCHARACTERIZED HIT-LIKE
210,210,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A5GWV5-F1-model_v2.pdb,97.41134020618556,2.334582405478781,0.49,0.2, UREASE SUBUNIT GAMMA (A5GWV5)
213,213,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q2KE62-F1-model_v2.pdb,93.29597307221542,10.245909704306277,0.8037383177570093,0.0, PHOSPHORIBOSYL-ATP
218,218,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B4ECC5-F1-model_v2.pdb,97.59292307692306,2.6543817029304724,0.49,0.18, UREASE SUBUNIT GAMMA (B4ECC5)
221,221,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A4QKX1-F1-model_v2.pdb,90.08635876840697,9.296218336645484,0.1413043478260869,0.1739130434782608," 30S RIBOSOMAL PROTEIN S19,"
225,225,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q57960-F1-model_v2.pdb,95.40463788300836,3.225721973525754,0.1176470588235294,0.5647058823529412, UNCHARACTERIZED PROTEIN MJ0540
227,227,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B3EEB8-F1-model_v2.pdb,94.9814254624592,3.3990593387110115,0.782608695652174,0.0, 50S RIBOSOMAL PROTEIN L20
228,228,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P0ACX4-F1-model_v2.pdb,96.3252882205514,2.8091751935054003,0.3762376237623762,0.3168316831683168, PUTATIVE MONOOXYGENASE YDHR
229,229,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q0VCR0-F1-model_v2.pdb,91.68109933774834,11.133978444832715,0.7613636363636364,0.0, ELECTRON TRANSFER FLAVOPROTEIN
231,231,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q92316-F1-model_v2.pdb,91.08865185185186,6.334576822158676,0.7325581395348837,0.0, DOLICHYL-
238,238,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q8YU66-F1-model_v2.pdb,93.02695599022005,8.235537187296547,0.3425925925925926,0.4259259259259259, UPF0145 PROTEIN ALR2488
